case_index,index,dataset,vsId,tgId,tcId,op,return_code,raw_cycles,empty_cycles,input_bytes,output_bytes,m_total,mul,mulh,mulhsu,mulhu,div,divu,rem,remu,min_sp,config,operation,dataset_name,revision,expected_implicit_rejection,algorithm_ms_at_100mhz,observed_algorithm_stack_bytes
38,6,2,42,3,58,2,0,14535416,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,145.35416,22848
39,7,2,42,3,59,2,0,13912211,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.12211,22848
40,0,2,42,3,60,2,0,13909646,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.09646,22848
41,1,2,42,3,61,2,0,13909198,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.09198,22848
42,2,2,42,3,62,2,0,13908029,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.08029,22848
43,3,2,42,3,63,2,0,13908322,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.08322,22848
44,4,2,42,3,64,2,0,13911634,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.11634,22848
45,5,2,42,3,65,2,0,13911846,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.11846,22848
46,6,2,42,3,66,2,0,13908088,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.08088,22848
47,7,2,42,3,67,2,0,13909427,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.09427,22848
48,0,2,42,3,68,2,0,13910338,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.10338,22848
49,1,2,42,3,69,2,0,13907548,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.07548,22848
50,2,2,42,3,70,2,0,14533952,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,145.33952,22848
51,3,2,42,3,71,2,0,13907973,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.07973,22848
52,4,2,42,3,72,2,0,13907168,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.07168,22848
53,5,2,42,3,73,2,0,13911899,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.11899,22848
54,6,2,42,3,74,2,0,13905827,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.05827,22848
55,7,2,42,3,75,2,0,13909609,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,139.09609,22848
56,0,2,42,6,97,3,0,16456501,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,164.56501,24464
57,1,2,42,6,98,3,0,16459865,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,164.59865,24464
58,2,2,42,6,99,3,0,16458717,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,164.58717,24464
59,3,2,42,6,100,3,0,16462567,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,164.62567,24464
60,4,2,42,6,101,3,0,16462339,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,164.62339,24464
61,5,2,42,6,102,3,0,16461065,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,164.61065,24464
62,6,2,42,6,103,3,0,17088752,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,170.88752,24464
63,7,2,42,6,104,3,0,16460630,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,164.6063,24464
64,0,2,42,6,105,3,0,16464775,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,164.64775,24464
65,1,2,42,11,147,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79314,896
66,2,2,42,11,149,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79303,896
67,3,2,42,11,150,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79314,896
68,4,2,42,11,151,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79303,896
69,5,2,42,11,152,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79314,896
70,6,2,42,11,153,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79303,896
71,7,2,42,11,154,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79314,896
72,0,2,42,11,155,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,18.79303,896
73,1,2,42,12,157,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57406,3824
74,2,2,42,12,158,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57406,3824
75,3,2,42,12,160,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57417,3824
76,4,2,42,12,161,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57406,3824
77,5,2,42,12,162,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57417,3824
78,6,2,42,12,163,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57417,3824
79,7,2,42,12,164,5,-4,257417,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57417,3824
80,0,2,42,12,165,5,0,257406,4,1568,0,2048,2048,0,0,0,0,0,0,0,127232,rv32im_fast,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,2.57406,3824
81,1,3,42,3,51,2,0,13905946,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.05946,22848
82,2,3,42,3,52,2,0,13910584,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.10584,22848
83,3,3,42,3,53,2,0,13909063,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.09063,22848
84,4,3,42,3,54,2,0,15161690,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,151.6169,22848
85,5,3,42,3,55,2,0,13912978,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.12978,22848
86,6,3,42,3,56,2,0,13913204,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.13204,22848
87,7,3,42,3,57,2,0,13909197,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.09197,22848
88,0,3,42,3,58,2,0,13909377,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.09377,22848
89,1,3,42,3,59,2,0,13905404,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.05404,22848
90,2,3,42,3,60,2,0,14534395,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,145.34395,22848
91,3,3,42,3,61,2,0,13908625,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.08625,22848
92,4,3,42,3,62,2,0,13907659,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.07659,22848
93,5,3,42,3,63,2,0,13908430,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.0843,22848
94,6,3,42,3,64,2,0,13907149,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.07149,22848
95,7,3,42,3,65,2,0,13912493,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.12493,22848
96,0,3,42,3,66,2,0,14534439,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,145.34439,22848
97,1,3,42,3,67,2,0,13908115,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.08115,22848
98,2,3,42,3,68,2,0,13911283,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.11283,22848
99,3,3,42,3,69,2,0,13912479,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.12479,22848
100,4,3,42,3,70,2,0,13908393,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.08393,22848
101,5,3,42,3,71,2,0,13912082,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.12082,22848
102,6,3,42,3,72,2,0,13911498,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.11498,22848
103,7,3,42,3,73,2,0,13910352,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.10352,22848
104,0,3,42,3,74,2,0,13908020,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.0802,22848
105,1,3,42,3,75,2,0,13910526,4,1600,1600,58240,57216,0,0,1024,0,0,0,0,108208,rv32im_fast,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,139.10526,22848
106,2,3,42,8,117,4,0,29511242,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,295.11242,24464
107,3,3,42,8,118,4,0,29507600,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,295.076,24464
108,4,3,42,8,119,4,0,29503578,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,295.03578,24464
109,5,3,42,8,120,4,0,29505682,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,295.05682,24464
110,6,3,42,8,121,4,0,29509502,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,295.09502,24464
111,7,3,42,8,122,4,0,29504778,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,295.04778,24464
112,0,3,42,8,123,4,0,29503364,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,295.03364,24464
113,1,3,42,8,124,4,0,29504940,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,295.0494,24464
114,2,3,42,8,125,4,0,29504294,4,1632,32,118784,117760,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,295.04294,24464
115,3,3,42,9,126,3,0,17088709,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,170.88709,24464
116,4,3,42,9,127,3,0,16461742,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,164.61742,24464
117,5,3,42,9,128,3,0,17086724,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,170.86724,24464
118,6,3,42,9,129,3,0,17085436,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,170.85436,24464
119,7,3,42,9,130,3,0,16464068,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,164.64068,24464
120,0,3,42,9,131,3,0,16462502,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,164.62502,24464
121,1,3,42,9,132,3,0,16460894,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,164.60894,24464
122,2,3,42,9,133,3,0,16461700,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,164.617,24464
123,3,3,42,9,134,3,0,16463197,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,164.63197,24464
124,4,3,42,9,135,3,0,16460774,4,4736,32,78336,77312,0,0,1024,0,0,0,0,106592,rv32im_fast,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,164.60774,24464
125,5,3,42,14,176,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79314,896
126,6,3,42,14,177,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79303,896
127,7,3,42,14,178,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79303,896
128,0,3,42,14,179,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79303,896
129,1,3,42,14,180,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79314,896
130,2,3,42,14,181,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79303,896
131,3,3,42,14,182,6,0,1879303,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79303,896
132,4,3,42,14,183,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79314,896
133,5,3,42,14,184,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79314,896
134,6,3,42,14,185,6,-5,1879314,4,3168,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,18.79314,896
