case_index,index,dataset,vsId,tgId,tcId,op,return_code,raw_cycles,empty_cycles,input_bytes,output_bytes,m_total,mul,mulh,mulhsu,mulhu,div,divu,rem,remu,min_sp,config,operation,dataset_name,revision,expected_implicit_rejection,algorithm_ms_at_100mhz,observed_algorithm_stack_bytes
132,132,3,42,12,163,6,0,1410382,4,2400,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,14.10382,896
133,133,3,42,12,164,6,-5,1410393,4,2400,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,14.10393,896
134,134,3,42,12,165,6,-5,1410393,4,2400,0,0,0,0,0,0,0,0,0,0,130160,rv32im_fast,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,14.10393,896
135,135,3,42,13,166,5,-4,193087,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93087,2912
136,136,3,42,13,167,5,-4,193087,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93087,2912
137,137,3,42,13,168,5,-4,193087,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93087,2912
138,138,3,42,13,169,5,-4,193087,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93087,2912
139,139,3,42,13,170,5,-4,193087,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93087,2912
140,140,3,42,13,171,5,0,193076,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93076,2912
141,141,3,42,13,172,5,0,193076,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93076,2912
142,142,3,42,13,173,5,0,193076,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93076,2912
143,143,3,42,13,174,5,0,193076,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93076,2912
144,144,3,42,13,175,5,0,193076,4,1184,0,1536,1536,0,0,0,0,0,0,0,128144,rv32im_fast,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.93076,2912
