config,index,dataset,vsId,tgId,tcId,op,return_code,raw_cycles,empty_cycles,input_bytes,output_bytes,m_total,mul,mulh,mulhsu,mulhu,div,divu,rem,remu,min_sp,original_case_index,operation,dataset_name,revision,expected_implicit_rejection,algorithm_ms_at_100mhz,observed_algorithm_stack_bytes,source_kind,source_chunk,source_local_index
rv32i,119,3,42,5,90,3,0,15778320,4,2400,32,0,0,0,0,0,0,0,0,0,52592,119,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,157.7832,12928,resumed_batch,batch_113_120,6
rv32i,120,3,42,5,91,3,0,15735642,4,2400,32,0,0,0,0,0,0,0,0,0,52592,120,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,157.35642,12928,resumed_batch,batch_113_120,7
rv32i,121,3,42,5,92,3,0,15774911,4,2400,32,0,0,0,0,0,0,0,0,0,52592,121,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,157.74911,12928,resumed_batch,batch_121_128,0
rv32i,122,3,42,5,93,3,0,15730805,4,2400,32,0,0,0,0,0,0,0,0,0,52592,122,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,157.30805,12928,resumed_batch,batch_121_128,1
rv32i,123,3,42,5,94,3,0,15719508,4,2400,32,0,0,0,0,0,0,0,0,0,52592,123,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,157.19508,12928,resumed_batch,batch_121_128,2
rv32i,124,3,42,5,95,3,0,15776944,4,2400,32,0,0,0,0,0,0,0,0,0,52592,124,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,157.76944,12928,resumed_batch,batch_121_128,3
rv32i,125,3,42,10,136,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,125,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41441,896,resumed_batch,batch_121_128,4
rv32i,126,3,42,10,137,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,126,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41452,896,resumed_batch,batch_121_128,5
rv32i,127,3,42,10,138,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,127,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41452,896,resumed_batch,batch_121_128,6
rv32i,128,3,42,10,139,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,128,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41452,896,resumed_batch,batch_121_128,7
rv32i,129,3,42,10,140,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,129,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41441,896,resumed_batch,batch_129_136,0
rv32i,130,3,42,10,141,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,130,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41441,896,resumed_batch,batch_129_136,1
rv32i,131,3,42,10,142,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,131,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41441,896,resumed_batch,batch_129_136,2
rv32i,132,3,42,10,143,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,132,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41452,896,resumed_batch,batch_129_136,3
rv32i,133,3,42,10,144,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,133,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41441,896,resumed_batch,batch_129_136,4
rv32i,134,3,42,10,145,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,134,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,9.41452,896,resumed_batch,batch_129_136,5
rv32i,135,3,42,11,146,5,-4,154015,4,800,0,0,0,0,0,0,0,0,0,0,63504,135,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54015,2016,resumed_batch,batch_129_136,6
rv32i,136,3,42,11,147,5,0,154004,4,800,0,0,0,0,0,0,0,0,0,0,63504,136,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54004,2016,resumed_batch,batch_129_136,7
rv32i,137,3,42,11,148,5,-4,154015,4,800,0,0,0,0,0,0,0,0,0,0,63504,137,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54015,2016,resumed_batch,batch_137_144,0
rv32i,138,3,42,11,149,5,0,154004,4,800,0,0,0,0,0,0,0,0,0,0,63504,138,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54004,2016,resumed_batch,batch_137_144,1
rv32i,139,3,42,11,150,5,0,154004,4,800,0,0,0,0,0,0,0,0,0,0,63504,139,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54004,2016,resumed_batch,batch_137_144,2
rv32i,140,3,42,11,151,5,-4,154015,4,800,0,0,0,0,0,0,0,0,0,0,63504,140,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54015,2016,resumed_batch,batch_137_144,3
rv32i,141,3,42,11,152,5,-4,154015,4,800,0,0,0,0,0,0,0,0,0,0,63504,141,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54015,2016,resumed_batch,batch_137_144,4
rv32i,142,3,42,11,153,5,0,154004,4,800,0,0,0,0,0,0,0,0,0,0,63504,142,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54004,2016,resumed_batch,batch_137_144,5
rv32i,143,3,42,11,154,5,0,154004,4,800,0,0,0,0,0,0,0,0,0,0,63504,143,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54004,2016,resumed_batch,batch_137_144,6
rv32i,144,3,42,11,155,5,-4,154015,4,800,0,0,0,0,0,0,0,0,0,0,63504,144,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,1.54015,2016,resumed_batch,batch_137_144,7
rv32im_iterative,0,1,42,1,1,1,0,5812583,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,0,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12583,9424,checkpoint_prefix,checkpoint,0
rv32im_iterative,1,2,42,1,1,2,0,6578099,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,1,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.78099,12112,checkpoint_prefix,checkpoint,1
rv32im_iterative,2,2,42,4,76,3,0,8443590,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,2,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,84.4359,12928,checkpoint_prefix,checkpoint,2
rv32im_iterative,3,3,42,4,76,4,0,14257242,4,832,32,61952,61440,0,0,512,0,0,0,0,52592,3,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,142.57242,12928,checkpoint_prefix,checkpoint,3
rv32im_iterative,4,2,42,8,116,5,0,163748,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,4,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63748,2016,checkpoint_prefix,checkpoint,4
rv32im_iterative,5,2,42,7,106,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,5,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41452,896,checkpoint_prefix,checkpoint,5
rv32im_iterative,6,2,42,8,117,5,-4,163759,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,6,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63759,2016,checkpoint_prefix,checkpoint,6
rv32im_iterative,7,2,42,7,108,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,7,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41441,896,checkpoint_prefix,checkpoint,7
rv32im_iterative,8,1,42,1,2,1,0,5813792,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,8,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.13792,9424,checkpoint_prefix,checkpoint,8
rv32im_iterative,9,1,42,1,3,1,0,5811101,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,9,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11101,9424,checkpoint_prefix,checkpoint,9
rv32im_iterative,10,1,42,1,4,1,0,5810814,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,10,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.10814,9424,checkpoint_prefix,checkpoint,10
rv32im_iterative,11,1,42,1,5,1,0,5812547,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,11,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12547,9424,checkpoint_prefix,checkpoint,11
rv32im_iterative,12,1,42,1,6,1,0,5811122,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,12,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11122,9424,checkpoint_prefix,checkpoint,12
rv32im_iterative,13,1,42,1,7,1,0,6438543,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,13,keyGen,fips203/ML-KEM-keyGen,FIPS203,,64.38543,9424,checkpoint_prefix,checkpoint,13
rv32im_iterative,14,1,42,1,8,1,0,5812974,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,14,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12974,9424,checkpoint_prefix,checkpoint,14
rv32im_iterative,15,1,42,1,9,1,0,5810588,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,15,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.10588,9424,checkpoint_prefix,checkpoint,15
rv32im_iterative,16,1,42,1,10,1,0,5812117,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,16,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12117,9424,checkpoint_prefix,checkpoint,16
rv32im_iterative,17,1,42,1,11,1,0,5811350,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,17,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.1135,9424,checkpoint_prefix,checkpoint,17
rv32im_iterative,18,1,42,1,12,1,0,5811788,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,18,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11788,9424,checkpoint_prefix,checkpoint,18
rv32im_iterative,19,1,42,1,13,1,0,5811313,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,19,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11313,9424,checkpoint_prefix,checkpoint,19
rv32im_iterative,20,1,42,1,14,1,0,5813774,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,20,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.13774,9424,checkpoint_prefix,checkpoint,20
rv32im_iterative,21,1,42,1,15,1,0,5812143,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,21,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12143,9424,checkpoint_prefix,checkpoint,21
rv32im_iterative,22,1,42,1,16,1,0,5812819,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,22,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12819,9424,checkpoint_prefix,checkpoint,22
rv32im_iterative,23,1,42,1,17,1,0,5813773,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,23,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.13773,9424,checkpoint_prefix,checkpoint,23
rv32im_iterative,24,1,42,1,18,1,0,5811695,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,24,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11695,9424,checkpoint_prefix,checkpoint,24
rv32im_iterative,25,1,42,1,19,1,0,5813004,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,25,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.13004,9424,checkpoint_prefix,checkpoint,25
rv32im_iterative,26,1,42,1,20,1,0,6437534,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,26,keyGen,fips203/ML-KEM-keyGen,FIPS203,,64.37534,9424,checkpoint_prefix,checkpoint,26
rv32im_iterative,27,1,42,1,21,1,0,5812716,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,27,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12716,9424,checkpoint_prefix,checkpoint,27
rv32im_iterative,28,1,42,1,22,1,0,5813306,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,28,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.13306,9424,checkpoint_prefix,checkpoint,28
rv32im_iterative,29,1,42,1,23,1,0,5811619,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,29,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.11619,9424,checkpoint_prefix,checkpoint,29
rv32im_iterative,30,1,42,1,24,1,0,6439007,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,30,keyGen,fips203/ML-KEM-keyGen,FIPS203,,64.39007,9424,checkpoint_prefix,checkpoint,30
rv32im_iterative,31,1,42,1,25,1,0,5812677,4,64,2432,18176,18176,0,0,0,0,0,0,0,56096,31,keyGen,fips203/ML-KEM-keyGen,FIPS203,,58.12677,9424,resumed_batch,batch_031_038,0
rv32im_iterative,32,2,42,1,2,2,0,6577884,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,32,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.77884,12112,resumed_batch,batch_031_038,1
rv32im_iterative,33,2,42,1,3,2,0,6578603,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,33,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.78603,12112,resumed_batch,batch_031_038,2
rv32im_iterative,34,2,42,1,4,2,0,6577953,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,34,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.77953,12112,resumed_batch,batch_031_038,3
rv32im_iterative,35,2,42,1,5,2,0,6579073,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,35,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79073,12112,resumed_batch,batch_031_038,4
rv32im_iterative,36,2,42,1,6,2,0,6577735,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,36,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.77735,12112,resumed_batch,batch_031_038,5
rv32im_iterative,37,2,42,1,7,2,0,6578199,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,37,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.78199,12112,resumed_batch,batch_031_038,6
rv32im_iterative,38,2,42,1,8,2,0,7203887,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,38,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,72.03887,12112,resumed_batch,batch_031_038,7
rv32im_iterative,39,2,42,1,9,2,0,6579485,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,39,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79485,12112,resumed_batch,batch_039_046,0
rv32im_iterative,40,2,42,1,10,2,0,6579319,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,40,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79319,12112,resumed_batch,batch_039_046,1
rv32im_iterative,41,2,42,1,11,2,0,7204061,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,41,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,72.04061,12112,resumed_batch,batch_039_046,2
rv32im_iterative,42,2,42,1,12,2,0,6579707,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,42,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79707,12112,resumed_batch,batch_039_046,3
rv32im_iterative,43,2,42,1,13,2,0,7203616,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,43,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,72.03616,12112,resumed_batch,batch_039_046,4
rv32im_iterative,44,2,42,1,14,2,0,6578642,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,44,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.78642,12112,resumed_batch,batch_039_046,5
rv32im_iterative,45,2,42,1,15,2,0,6577930,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,45,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.7793,12112,resumed_batch,batch_039_046,6
rv32im_iterative,46,2,42,1,16,2,0,6579017,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,46,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79017,12112,resumed_batch,batch_039_046,7
rv32im_iterative,47,2,42,1,17,2,0,6577616,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,47,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.77616,12112,resumed_batch,batch_047_054,0
rv32im_iterative,48,2,42,1,18,2,0,6577187,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,48,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.77187,12112,resumed_batch,batch_047_054,1
rv32im_iterative,49,2,42,1,19,2,0,6579823,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,49,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79823,12112,resumed_batch,batch_047_054,2
rv32im_iterative,50,2,42,1,20,2,0,6578444,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,50,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.78444,12112,resumed_batch,batch_047_054,3
rv32im_iterative,51,2,42,1,21,2,0,6579144,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,51,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79144,12112,resumed_batch,batch_047_054,4
rv32im_iterative,52,2,42,1,22,2,0,6579040,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,52,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.7904,12112,resumed_batch,batch_047_054,5
rv32im_iterative,53,2,42,1,23,2,0,6579448,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,53,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79448,12112,resumed_batch,batch_047_054,6
rv32im_iterative,54,2,42,1,24,2,0,6579035,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,54,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79035,12112,resumed_batch,batch_047_054,7
rv32im_iterative,55,2,42,1,25,2,0,6579528,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,55,encapsulation,fips203/ML-KEM-encapDecap,FIPS203,,65.79528,12112,resumed_batch,batch_055_062,0
rv32im_iterative,56,2,42,4,77,3,0,8440395,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,56,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,84.40395,12928,resumed_batch,batch_055_062,1
rv32im_iterative,57,2,42,4,78,3,0,8443919,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,57,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,84.43919,12928,resumed_batch,batch_055_062,2
rv32im_iterative,58,2,42,4,79,3,0,8442768,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,58,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,84.42768,12928,resumed_batch,batch_055_062,3
rv32im_iterative,59,2,42,4,80,3,0,8441354,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,59,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,84.41354,12928,resumed_batch,batch_055_062,4
rv32im_iterative,60,2,42,4,81,3,0,8441969,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,60,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,84.41969,12928,resumed_batch,batch_055_062,5
rv32im_iterative,61,2,42,4,82,3,0,8442239,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,61,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,84.42239,12928,resumed_batch,batch_055_062,6
rv32im_iterative,62,2,42,4,83,3,0,8441266,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,62,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,True,84.41266,12928,resumed_batch,batch_055_062,7
rv32im_iterative,63,2,42,4,84,3,0,8444164,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,63,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,84.44164,12928,resumed_batch,batch_063_070,0
rv32im_iterative,64,2,42,4,85,3,0,8442677,4,2400,32,43776,43264,0,0,512,0,0,0,0,52592,64,decapsulation,fips203/ML-KEM-encapDecap,FIPS203,False,84.42677,12928,resumed_batch,batch_063_070,1
rv32im_iterative,65,2,42,7,107,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,65,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41452,896,resumed_batch,batch_063_070,2
rv32im_iterative,66,2,42,7,109,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,66,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41452,896,resumed_batch,batch_063_070,3
rv32im_iterative,67,2,42,7,110,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,67,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41452,896,resumed_batch,batch_063_070,4
rv32im_iterative,68,2,42,7,111,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,68,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41441,896,resumed_batch,batch_063_070,5
rv32im_iterative,69,2,42,7,112,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,69,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41441,896,resumed_batch,batch_063_070,6
rv32im_iterative,70,2,42,7,113,6,-5,941452,4,1632,0,0,0,0,0,0,0,0,0,0,64624,70,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41452,896,resumed_batch,batch_063_070,7
rv32im_iterative,71,2,42,7,114,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,71,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41441,896,resumed_batch,batch_071_078,0
rv32im_iterative,72,2,42,7,115,6,0,941441,4,1632,0,0,0,0,0,0,0,0,0,0,64624,72,decapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,9.41441,896,resumed_batch,batch_071_078,1
rv32im_iterative,73,2,42,8,118,5,-4,163759,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,73,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63759,2016,resumed_batch,batch_071_078,2
rv32im_iterative,74,2,42,8,119,5,-4,163759,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,74,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63759,2016,resumed_batch,batch_071_078,3
rv32im_iterative,75,2,42,8,120,5,0,163748,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,75,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63748,2016,resumed_batch,batch_071_078,4
rv32im_iterative,76,2,42,8,121,5,0,163748,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,76,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63748,2016,resumed_batch,batch_071_078,5
rv32im_iterative,77,2,42,8,122,5,0,163748,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,77,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63748,2016,resumed_batch,batch_071_078,6
rv32im_iterative,78,2,42,8,123,5,-4,163759,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,78,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63759,2016,resumed_batch,batch_071_078,7
rv32im_iterative,79,2,42,8,124,5,0,163748,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,79,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63748,2016,resumed_batch,batch_079_086,0
rv32im_iterative,80,2,42,8,125,5,-4,163759,4,800,0,1024,1024,0,0,0,0,0,0,0,63504,80,encapsulationKeyCheck,fips203/ML-KEM-encapDecap,FIPS203,,1.63759,2016,resumed_batch,batch_079_086,1
rv32im_iterative,81,3,42,1,1,2,0,6577675,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,81,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.77675,12112,resumed_batch,batch_079_086,2
rv32im_iterative,82,3,42,1,2,2,0,7205519,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,82,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,72.05519,12112,resumed_batch,batch_079_086,3
rv32im_iterative,83,3,42,1,3,2,0,6578242,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,83,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.78242,12112,resumed_batch,batch_079_086,4
rv32im_iterative,84,3,42,1,4,2,0,6578185,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,84,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.78185,12112,resumed_batch,batch_079_086,5
rv32im_iterative,85,3,42,1,5,2,0,6578288,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,85,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.78288,12112,resumed_batch,batch_079_086,6
rv32im_iterative,86,3,42,1,6,2,0,6579582,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,86,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.79582,12112,resumed_batch,batch_079_086,7
rv32im_iterative,87,3,42,1,7,2,0,6580048,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,87,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.80048,12112,resumed_batch,batch_087_094,0
rv32im_iterative,88,3,42,1,8,2,0,6578318,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,88,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.78318,12112,resumed_batch,batch_087_094,1
rv32im_iterative,89,3,42,1,9,2,0,6579140,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,89,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.7914,12112,resumed_batch,batch_087_094,2
rv32im_iterative,90,3,42,1,10,2,0,6579212,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,90,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.79212,12112,resumed_batch,batch_087_094,3
rv32im_iterative,91,3,42,1,11,2,0,6579041,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,91,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.79041,12112,resumed_batch,batch_087_094,4
rv32im_iterative,92,3,42,1,12,2,0,6579395,4,832,800,30336,29824,0,0,512,0,0,0,0,53408,92,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,65.79395,12112,resumed_batch,batch_087_094,5
