config,index,dataset,vsId,tgId,tcId,op,return_code,raw_cycles,empty_cycles,input_bytes,output_bytes,m_total,mul,mulh,mulhsu,mulhu,div,divu,rem,remu,min_sp,source_local_index,original_case_index,operation,dataset_name,revision,expected_implicit_rejection,observed_algorithm_stack_bytes,profile_accounted_cycles,profile_enters,profile_exits,profile_max_depth,source_chunk,baseline_raw_cycles,delta_cycles,overhead_percent,baseline_m_total,same_m,baseline_mul,baseline_mulh,baseline_mulhsu,baseline_mulhu,baseline_div,baseline_divu,baseline_rem,baseline_remu
rv32im_fast,87,3,42,1,7,2,0,5540556,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,7,87,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540556,119,119,5,batch_080_087,5532240,8316,0.1503188581840267,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,88,3,42,1,8,2,0,5538826,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,0,88,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5538826,119,119,5,batch_088_095,5530510,8316,0.15036587945777152,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,89,3,42,1,9,2,0,5539648,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,1,89,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539648,119,119,5,batch_088_095,5531332,8316,0.15034353389020944,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,90,3,42,1,10,2,0,5539720,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,2,90,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539720,119,119,5,batch_088_095,5531404,8316,0.1503415769305587,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,91,3,42,1,11,2,0,5539549,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,3,91,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539549,119,119,5,batch_088_095,5531233,8316,0.15034622479291687,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,92,3,42,1,12,2,0,5539903,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,4,92,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539903,119,119,5,batch_088_095,5531587,8316,0.15033660322073936,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,93,3,42,1,13,2,0,5538836,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,5,93,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5538836,119,119,5,batch_088_095,5530520,8316,0.15036560757397135,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,94,3,42,1,14,2,0,5540112,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,6,94,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540112,119,119,5,batch_088_095,5531796,8316,0.1503309232661508,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,95,3,42,1,15,2,0,5540446,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,7,95,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540446,119,119,5,batch_088_095,5532130,8316,0.1503218471004839,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,96,3,42,1,16,2,0,5538985,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,0,96,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5538985,119,119,5,batch_096_103,5530669,8316,0.15036155662181194,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,97,3,42,1,17,2,0,5540076,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,1,97,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540076,119,119,5,batch_096_103,5531760,8316,0.15033190160093712,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,98,3,42,1,18,2,0,5539568,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,2,98,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539568,119,119,5,batch_096_103,5531252,8316,0.1503457083495744,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,99,3,42,1,19,2,0,5540516,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,3,99,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540516,119,119,5,batch_096_103,5532200,8316,0.15031994504898594,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,100,3,42,1,20,2,0,5539635,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,4,100,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539635,119,119,5,batch_096_103,5531319,8316,0.15034388723557618,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,101,3,42,1,21,2,0,5540022,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,5,101,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540022,119,119,5,batch_096_103,5531706,8316,0.15033336912699266,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,102,3,42,1,22,2,0,5539698,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,6,102,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539698,119,119,5,batch_096_103,5531382,8316,0.1503421748850468,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,103,3,42,1,23,2,0,5539058,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,7,103,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539058,119,119,5,batch_096_103,5530742,8316,0.15035957200679403,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,104,3,42,1,24,2,0,5539635,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,0,104,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5539635,119,119,5,batch_104_111,5531319,8316,0.15034388723557618,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,105,3,42,1,25,2,0,5540128,4,832,800,30336,29824,0,0,512,0,0,0,0,53056,1,105,encapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,12464,5540128,119,119,5,batch_104_111,5531812,8316,0.15033048845477756,30336,True,29824,0,0,512,0,0,0,0
rv32im_fast,106,3,42,4,77,4,0,12143780,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,2,106,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,12143780,239,239,5,batch_104_111,12126794,16986,0.14006999706600112,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,107,3,42,4,78,4,0,12148382,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,3,107,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,12148382,239,239,5,batch_104_111,12131396,16986,0.1400168620330257,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,108,3,42,4,79,4,0,12151716,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,4,108,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,12151716,239,239,5,batch_104_111,12134730,16986,0.1399783925971159,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,109,3,42,4,80,4,0,12152764,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,5,109,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,12152764,239,239,5,batch_104_111,12135778,16986,0.13996630459126724,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,110,3,42,4,81,4,0,12146956,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,6,110,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,12146956,239,239,5,batch_104_111,12129970,16986,0.1400333224237158,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,111,3,42,4,82,4,0,12149764,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,7,111,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,12149764,239,239,5,batch_104_111,12132778,16986,0.14000091322861097,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,112,3,42,4,83,4,0,12146776,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,0,112,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,12146776,239,239,5,batch_112_119,12129790,16986,0.14003540044798796,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,113,3,42,4,84,4,0,12149302,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,1,113,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,12149302,239,239,5,batch_112_119,12132316,16986,0.14000624447961957,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,114,3,42,4,85,4,0,12149798,4,832,32,61952,61440,0,0,512,0,0,0,0,52256,2,114,decapsulationSeed,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,12149798,239,239,5,batch_112_119,12132812,16986,0.14000052090150247,61952,True,61440,0,0,512,0,0,0,0
rv32im_fast,115,3,42,5,86,3,0,6949179,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,3,115,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,6949179,142,142,5,batch_112_119,6939084,10095,0.1454802968230389,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,116,3,42,5,87,3,0,6947052,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,4,116,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,6947052,142,142,5,batch_112_119,6936957,10095,0.14552490378706398,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,117,3,42,5,88,3,0,6947788,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,5,117,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,6947788,142,142,5,batch_112_119,6937693,10095,0.14550946546640217,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,118,3,42,5,89,3,0,6947287,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,6,118,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,6947287,142,142,5,batch_112_119,6937192,10095,0.14551997407596617,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,119,3,42,5,90,3,0,6948564,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,7,119,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,6948564,142,142,5,batch_112_119,6938469,10095,0.1454931916536631,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,120,3,42,5,91,3,0,6947413,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,0,120,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,6947413,142,142,5,batch_120_127,6937318,10095,0.1455173310492614,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,121,3,42,5,92,3,0,6946313,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,1,121,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,6946313,142,142,5,batch_120_127,6936218,10095,0.14554040833203338,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,122,3,42,5,93,3,0,6949482,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,2,122,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,6949482,142,142,5,batch_120_127,6939387,10095,0.14547394460058216,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,123,3,42,5,94,3,0,6948222,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,3,123,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,True,13264,6948222,142,142,5,batch_120_127,6938127,10095,0.14550036342661354,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,124,3,42,5,95,3,0,6947774,4,2400,32,43776,43264,0,0,512,0,0,0,0,52256,4,124,decapsulation,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,False,13264,6947774,142,142,5,batch_120_127,6937679,10095,0.145509759099549,43776,True,43264,0,0,512,0,0,0,0
rv32im_fast,125,3,42,10,136,6,0,942319,4,1632,0,0,0,0,0,0,0,0,0,0,64576,5,125,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942319,10,10,3,batch_120_127,941441,878,0.09326128774931196,0,True,0,0,0,0,0,0,0,0
rv32im_fast,126,3,42,10,137,6,-5,942330,4,1632,0,0,0,0,0,0,0,0,0,0,64576,6,126,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942330,10,10,3,batch_120_127,941452,878,0.09326019807701295,0,True,0,0,0,0,0,0,0,0
rv32im_fast,127,3,42,10,138,6,-5,942330,4,1632,0,0,0,0,0,0,0,0,0,0,64576,7,127,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942330,10,10,3,batch_120_127,941452,878,0.09326019807701295,0,True,0,0,0,0,0,0,0,0
rv32im_fast,128,3,42,10,139,6,-5,942330,4,1632,0,0,0,0,0,0,0,0,0,0,64576,0,128,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942330,10,10,3,batch_128_135,941452,878,0.09326019807701295,0,True,0,0,0,0,0,0,0,0
rv32im_fast,129,3,42,10,140,6,0,942319,4,1632,0,0,0,0,0,0,0,0,0,0,64576,1,129,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942319,10,10,3,batch_128_135,941441,878,0.09326128774931196,0,True,0,0,0,0,0,0,0,0
rv32im_fast,130,3,42,10,141,6,0,942319,4,1632,0,0,0,0,0,0,0,0,0,0,64576,2,130,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942319,10,10,3,batch_128_135,941441,878,0.09326128774931196,0,True,0,0,0,0,0,0,0,0
rv32im_fast,131,3,42,10,142,6,0,942319,4,1632,0,0,0,0,0,0,0,0,0,0,64576,3,131,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942319,10,10,3,batch_128_135,941441,878,0.09326128774931196,0,True,0,0,0,0,0,0,0,0
rv32im_fast,132,3,42,10,143,6,-5,942330,4,1632,0,0,0,0,0,0,0,0,0,0,64576,4,132,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942330,10,10,3,batch_128_135,941452,878,0.09326019807701295,0,True,0,0,0,0,0,0,0,0
rv32im_fast,133,3,42,10,144,6,0,942319,4,1632,0,0,0,0,0,0,0,0,0,0,64576,5,133,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942319,10,10,3,batch_128_135,941441,878,0.09326128774931196,0,True,0,0,0,0,0,0,0,0
rv32im_fast,134,3,42,10,145,6,-5,942330,4,1632,0,0,0,0,0,0,0,0,0,0,64576,6,134,decapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,944,942330,10,10,3,batch_128_135,941452,878,0.09326019807701295,0,True,0,0,0,0,0,0,0,0
rv32im_fast,135,3,42,11,146,5,-4,129532,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,7,135,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129532,9,9,2,batch_128_135,128943,589,0.4567909851639872,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,136,3,42,11,147,5,0,129521,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,0,136,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129521,9,9,2,batch_136_143,128932,589,0.456829956876493,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,137,3,42,11,148,5,-4,129532,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,1,137,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129532,9,9,2,batch_136_143,128943,589,0.4567909851639872,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,138,3,42,11,149,5,0,129521,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,2,138,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129521,9,9,2,batch_136_143,128932,589,0.456829956876493,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,139,3,42,11,150,5,0,129521,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,3,139,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129521,9,9,2,batch_136_143,128932,589,0.456829956876493,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,140,3,42,11,151,5,-4,129532,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,4,140,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129532,9,9,2,batch_136_143,128943,589,0.4567909851639872,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,141,3,42,11,152,5,-4,129532,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,5,141,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129532,9,9,2,batch_136_143,128943,589,0.4567909851639872,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,142,3,42,11,153,5,0,129521,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,6,142,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129521,9,9,2,batch_136_143,128932,589,0.456829956876493,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,143,3,42,11,154,5,0,129521,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,7,143,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129521,9,9,2,batch_136_143,128932,589,0.456829956876493,1024,True,1024,0,0,0,0,0,0,0
rv32im_fast,144,3,42,11,155,5,-4,129532,4,800,0,1024,1024,0,0,0,0,0,0,0,63488,0,144,encapsulationKeyCheck,fips203-tr1/ML-KEM-encapDecap,FIPS203-tr1,,2032,129532,9,9,2,batch_144_144,128943,589,0.4567909851639872,1024,True,1024,0,0,0,0,0,0,0
