config,index,source_local_index,dataset,vsId,tgId,tcId,op,operation,return_code,phase,name,category,source,function,exclusive_cycles,inclusive_cycles,calls,exclusive_share_percent,source_chunk
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,25,poly_ntt,ntt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_ntt,409796,409796,4,7.877312637597216,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,26,poly_invntt_tomont,intt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_invntt_tomont,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,27,polyvec_basemul_acc_montgomery_cached,basemul_acc,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_polyvec_basemul_acc_montgomery_cached,68720,68720,2,1.3209717138666084,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,28,poly_mulcache_compute,mulcache,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_mulcache_compute,22536,22536,2,0.4331987564566049,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,29,poly_reduce,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_reduce,132288,132288,4,2.5429089942372802,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,30,poly_tomont,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_tomont,36448,36448,2,0.700622482930881,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,31,poly_add,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_add,20536,20536,2,0.39475371239762325,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,32,poly_sub,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_sub,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,33,poly_compress_d4,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,34,poly_compress_d10,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,35,poly_decompress_d4,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,36,poly_decompress_d10,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,37,poly_tobytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tobytes,52336,52336,4,1.0060299129354309,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,38,poly_frombytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frombytes,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,39,poly_frommsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frommsg,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,40,poly_tomsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tomsg,0,0,0,0.0,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,41,zeroize,zeroize,third_party/mlkem-native/mlkem/src/verify.h,mlk_zeroize,52539,52539,18,1.0099320849074176,batch_024_031
rv32im_fast,28,4,1,42,1,22,1,keyGen,0,42,memcpy,memory_copy,firmware/mlkem_baseline/runtime.c,memcpy,9432,9432,12,0.18130682778215731,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,0,unclassified,unclassified,,,265,265,0,0.005095620765827575,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,1,kem_keypair_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_keypair_derand,567,5200279,1,0.010902705563110321,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,2,kem_enc_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_enc_derand,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,3,kem_dec,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_dec,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,4,kem_check_pk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_pk,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,5,kem_check_sk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_sk,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,6,indcpa_keypair_derand,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_keypair_derand,3439,4252174,1,0.06612769741011709,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,7,indcpa_enc,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_enc,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,8,indcpa_dec,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_dec,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,9,gen_matrix,matrix_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_gen_matrix,1671,1992279,1,0.03213125396112407,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,10,rej_uniform,rejection_sampling,third_party/mlkem-native/mlkem/src/sampling.c,mlk_rej_uniform,93284,93284,4,1.793735424601734,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,11,poly_getnoise_eta1_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1_4x,1351,1328249,1,0.025978051526917185,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,12,poly_getnoise_eta2,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta2,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,13,poly_getnoise_eta1122_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1122_4x,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,14,poly_cbd2,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd2,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,15,poly_cbd3,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd3,62640,62640,4,1.2044893764959974,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,16,keccakf1600_permute,keccak_permutation,third_party/mlkem-native/mlkem/src/fips202/keccakf1600.c,mlk_keccakf1600_permute,4183290,4183290,27,80.4394694093541,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,17,shake128_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_absorb_once,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,18,shake128_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_squeezeblocks,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,19,shake256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake256,14044,1258104,4,0.2700486718312546,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,20,sha3_256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_256,10663,941326,1,0.20503624236233747,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,21,sha3_512,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_512,2237,158205,1,0.04301473076662749,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,22,shake128x4_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_absorb_once,6255,6255,1,0.12027587883113766,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,23,shake128x4_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_squeezeblocks,16207,1875412,1,0.31164047453497173,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,24,shake256x4,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake256x4,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,25,poly_ntt,ntt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_ntt,409796,409796,4,7.879867952275762,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,26,poly_invntt_tomont,intt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_invntt_tomont,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,27,polyvec_basemul_acc_montgomery_cached,basemul_acc,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_polyvec_basemul_acc_montgomery_cached,68720,68720,2,1.321400222745928,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,28,poly_mulcache_compute,mulcache,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_mulcache_compute,22536,22536,2,0.43333928142901973,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,29,poly_reduce,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_reduce,132288,132288,4,2.5437338863011254,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,30,poly_tomont,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_tomont,36448,36448,2,0.7008497572561639,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,31,poly_add,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_add,20536,20536,2,0.3948817662152267,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,32,poly_sub,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_sub,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,33,poly_compress_d4,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,34,poly_compress_d10,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,35,poly_decompress_d4,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,36,poly_decompress_d10,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,37,poly_tobytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tobytes,52336,52336,4,1.0063562581145358,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,38,poly_frombytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frombytes,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,39,poly_frommsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frommsg,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,40,poly_tomsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tomsg,0,0,0,0.0,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,41,zeroize,zeroize,third_party/mlkem-native/mlkem/src/verify.h,mlk_zeroize,52539,52539,18,1.0102596959087358,batch_024_031
rv32im_fast,29,5,1,42,1,23,1,keyGen,0,42,memcpy,memory_copy,firmware/mlkem_baseline/runtime.c,memcpy,9432,9432,12,0.18136564174824787,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,0,unclassified,unclassified,,,265,265,0,0.004546666469930407,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,1,kem_keypair_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_keypair_derand,567,5828181,1,0.00972815052245487,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,2,kem_enc_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_enc_derand,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,3,kem_dec,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_dec,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,4,kem_check_pk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_pk,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,5,kem_check_sk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_sk,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,6,indcpa_keypair_derand,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_keypair_derand,3439,4880076,1,0.05900372071732328,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,7,indcpa_enc,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_enc,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,8,indcpa_dec,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_dec,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,9,gen_matrix,matrix_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_gen_matrix,2054,2620181,1,0.03524095444995115,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,10,rej_uniform,rejection_sampling,third_party/mlkem-native/mlkem/src/sampling.c,mlk_rej_uniform,95633,95633,8,1.6407975642220929,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,11,poly_getnoise_eta1_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1_4x,1351,1328249,1,0.023179420380664072,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,12,poly_getnoise_eta2,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta2,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,13,poly_getnoise_eta1122_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1122_4x,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,14,poly_cbd2,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd2,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,15,poly_cbd3,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd3,62640,62640,4,1.0747290100997762,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,16,keccakf1600_permute,keccak_permutation,third_party/mlkem-native/mlkem/src/fips202/keccakf1600.c,mlk_keccakf1600_permute,4803025,4803025,31,82.40661404429243,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,17,shake128_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_absorb_once,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,18,shake128_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_squeezeblocks,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,19,shake256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake256,14044,1258104,4,0.24095616567434955,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,20,sha3_256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_256,10663,941326,1,0.18294756441082238,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,21,sha3_512,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_512,2237,158205,1,0.038380727898997435,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,22,shake128x4_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_absorb_once,6255,6255,1,0.1073184859223196,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,23,shake128x4_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_squeezeblocks,21642,2500582,2,0.37131681412163725,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,24,shake256x4,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake256x4,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,25,poly_ntt,ntt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_ntt,409796,409796,4,7.030965029100381,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,26,poly_invntt_tomont,intt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_invntt_tomont,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,27,polyvec_basemul_acc_montgomery_cached,basemul_acc,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_polyvec_basemul_acc_montgomery_cached,68720,68720,2,1.1790449804287455,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,28,poly_mulcache_compute,mulcache,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_mulcache_compute,22536,22536,2,0.3866553794956666,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,29,poly_reduce,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_reduce,132288,132288,4,2.2696959017892593,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,30,poly_tomont,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_tomont,36448,36448,2,0.6253467905510319,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,31,poly_add,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_add,20536,20536,2,0.3523409155716635,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,32,poly_sub,poly_add_sub,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_sub,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,33,poly_compress_d4,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,34,poly_compress_d10,compression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_compress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,35,poly_decompress_d4,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d4,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,36,poly_decompress_d10,decompression,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_decompress_d10,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,37,poly_tobytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tobytes,52336,52336,4,0.8979408919633124,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,38,poly_frombytes,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frombytes,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,39,poly_frommsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_frommsg,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,40,poly_tomsg,encoding,third_party/mlkem-native/mlkem/src/compress.c,mlk_poly_tomsg,0,0,0,0.0,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,41,zeroize,zeroize,third_party/mlkem-native/mlkem/src/verify.h,mlk_zeroize,52539,52539,18,0.9014238100515987,batch_024_031
rv32im_fast,30,6,1,42,1,24,1,keyGen,0,42,memcpy,memory_copy,firmware/mlkem_baseline/runtime.c,memcpy,9432,9432,12,0.16182701186559847,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,0,unclassified,unclassified,,,265,265,0,0.005094584322291478,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,1,kem_keypair_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_keypair_derand,567,5201337,1,0.010900487965053843,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,2,kem_enc_derand,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_enc_derand,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,3,kem_dec,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_dec,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,4,kem_check_pk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_pk,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,5,kem_check_sk,api_control,third_party/mlkem-native/mlkem/src/kem.c,mlk_kem_check_sk,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,6,indcpa_keypair_derand,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_keypair_derand,3439,4253232,1,0.06611424711079394,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,7,indcpa_enc,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_enc,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,8,indcpa_dec,kpke_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_indcpa_dec,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,9,gen_matrix,matrix_control,third_party/mlkem-native/mlkem/src/indcpa.c,mlk_gen_matrix,1671,1993337,1,0.03212471850018513,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,10,rej_uniform,rejection_sampling,third_party/mlkem-native/mlkem/src/sampling.c,mlk_rej_uniform,94342,94342,4,1.8137104684287648,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,11,poly_getnoise_eta1_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1_4x,1351,1328249,1,0.025972767620436935,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,12,poly_getnoise_eta2,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta2,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,13,poly_getnoise_eta1122_4x,noise_control,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_poly_getnoise_eta1122_4x,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,14,poly_cbd2,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd2,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,15,poly_cbd3,noise_cbd,third_party/mlkem-native/mlkem/src/sampling.c,mlk_poly_cbd3,62640,62640,4,1.2042443847107103,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,16,keccakf1600_permute,keccak_permutation,third_party/mlkem-native/mlkem/src/fips202/keccakf1600.c,mlk_keccakf1600_permute,4183290,4183290,27,80.42310811169328,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,17,shake128_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_absorb_once,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,18,shake128_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake128_squeezeblocks,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,19,shake256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_shake256,14044,1258104,4,0.26999374423494915,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,20,sha3_256,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_256,10663,941326,1,0.20499453822110958,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,21,sha3_512,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202.c,mlk_sha3_512,2237,158205,1,0.043005981618739766,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,22,shake128x4_absorb_once,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_absorb_once,6255,6255,1,0.1202514148525781,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,23,shake128x4_squeezeblocks,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake128x4_squeezeblocks,16207,1875412,1,0.31157708721274713,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,24,shake256x4,sha_sponge,third_party/mlkem-native/mlkem/src/fips202/fips202x4.c,mlk_shake256x4,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,25,poly_ntt,ntt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_ntt,409796,409796,4,7.878265195991543,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,26,poly_invntt_tomont,intt,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_invntt_tomont,0,0,0,0.0,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,27,polyvec_basemul_acc_montgomery_cached,basemul_acc,third_party/mlkem-native/mlkem/src/poly_k.c,mlk_polyvec_basemul_acc_montgomery_cached,68720,68720,2,1.321131451425926,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,28,poly_mulcache_compute,mulcache,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_mulcache_compute,22536,22536,2,0.433251140706267,batch_024_031
rv32im_fast,31,7,1,42,1,25,1,keyGen,0,29,poly_reduce,explicit_reduce_convert,third_party/mlkem-native/mlkem/src/poly.c,mlk_poly_reduce,132288,132288,4,2.5432164936879063,batch_024_031
